lup_id,date_day,date_month,date_year,sex,country,ethnicity,route_transmission,outbreak,infect_type,clinical_details,illness_duration,chronic_type,liver_disease_type,biopsy_results,abnormality_type,y_n_uk,coinfection,prophylaxis,drug,biochemical_profile,virological_assay,transplant,transplant_indication,genotype_method,genotype,gene_name,mut_type,mut_gene_name,biopsy_method
115,\N,\N,1993,\N,Moldova,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
116,\N,\N,1994,\N,Monaco,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
117,\N,\N,1995,\N,Mongolia,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
118,\N,\N,1996,\N,Morocco,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
119,\N,\N,1997,\N,Mozambique,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
120,\N,\N,1998,\N,Myanmar,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
121,\N,\N,1999,\N,Namibia,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
122,\N,\N,2000,\N,Nauru,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
123,\N,\N,2001,\N,Nepal,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
124,\N,\N,2002,\N,Netherlands,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
125,\N,\N,2003,\N,New Zealand,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
126,\N,\N,2004,\N,Nicaragua,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
127,\N,\N,2005,\N,Niger,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
128,\N,\N,2006,\N,Nigeria,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
129,\N,\N,2007,\N,Norway,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
130,\N,\N,2008,\N,Oman,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
131,\N,\N,2009,\N,Pakistan,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
132,\N,\N,2010,\N,Palau,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
133,\N,\N,2011,\N,Panama,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
134,\N,\N,2012,\N,Papua New Guinea,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
135,\N,\N,2013,\N,Paraguay,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
136,\N,\N,2014,\N,Peru,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
137,\N,\N,2015,\N,Philippines,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
138,\N,\N,2016,\N,Poland,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
139,\N,\N,2017,\N,Portugal,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
140,\N,\N,2018,\N,Qatar,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
141,\N,\N,2019,\N,Romania,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
142,\N,\N,2020,\N,Russia,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
143,\N,\N,2021,\N,Rwanda,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
144,\N,\N,2022,\N,Saint Kitts and Nevis,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
145,\N,\N,2023,\N,Saint Lucia,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
146,\N,\N,2024,\N,Saint Vincent and the Grenadines,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
147,\N,\N,2025,\N,Samoa,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
199,\N,\N,\N,\N,South America,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
15,14,\N,1893,\N,Bangladesh,Any other Black background,Family or household,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
16,15,\N,1894,\N,Barbados,Chinese,Nosocomial,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
17,16,\N,1895,\N,Belarus,Any other ethnic group,Occupational,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
7,6,Jun,1885,\N,Antigua and Barbuda,White and Asian,Blood product,\N,\N,\N,\N,\N,\N,\N,\N,\N,HIV and HDV,HBV vaccine and Antiviral,Entecavir,Abnormal ALT_ for more than 6 months,\N,\N,\N,\N,F,\N,\N,Whole genome,\N
8,7,Jul,1886,\N,Argentina,Any other mixed background,Bloodborne,\N,\N,\N,\N,\N,\N,\N,\N,\N,HCV and HDV,HBI_G and Antiviral,Famciclovir,\N,\N,\N,\N,\N,G,\N,\N,\N,\N
9,8,Aug,1887,\N,Armenia,Indian,Vertical,\N,\N,\N,\N,\N,\N,\N,\N,\N,HIV,HCV and HDV,Other,Lamivudine,\N,\N,\N,\N,\N,H,\N,\N,\N,\N
10,9,Sep,1888,\N,Australia,Pakistani,Transfusion recipient,\N,\N,\N,\N,\N,\N,\N,\N,\N,Other,\N,Clevudine,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11,10,Oct,1889,\N,Austria,Bangladeshi,Injecting drug use,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Tenofovir,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
12,11,Nov,1890,\N,Azerbaijan,Any other Asian background,Body piercing,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Telbivudine,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
200,\N,\N,\N,\N,Taiwan,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1,dd,mon,yyyy,Not known,Not known,Not known,Not known,Not known,Not known,Not known,Not known,Not known,Not known,Not known,Not known,Not known,Not known,Not known,Not known,Not known,Not known,Not known,Not known,Not known,Not known,Whole genome,Not known,Not known,Not known
13,12,Dec,1891,\N,Bahamas,Caribbean,Tattoo,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Truvada,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
14,13,\N,1892,\N,Bahrain,African,Transplant recipient,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Other,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
6,5,May,1884,\N,Angola,White and Black African,Unspecified sexual exposure,\N,\N,\N,\N,\N,\N,\N,Hepatocellular carcinoma,\N,HIV and HCV,HBV vaccine and HBI_G,Adefovir,Abnormal ALT_ for less than 6 months or for unknown duration,\N,\N,\N,\N,E,\N,\N,Core,\N
3,2,Feb,1881,Male,Albania,White Irish,Homosexual,No,Chronic,Severe,Recent,Immune clearance,Primary liver cancer,Abnormal,Mild fibrosis,No,HIV,HBV vaccine,Interferon_ Alpha 2b ,Normal ALT between flares,Negative,No,Decompensated liver cirrhosis,Whole genome,B,X_preCore_Core,Ins,Polymerase,Fibroscan
4,3,Mar,1882,\N,Algeria,Any other White,Bisexual,\N,\N,Fulminant,Recovery,Inactive carrier state,No cirrhosis,\N,Moderate fibrosis,\N,HCV,HBI_G,Interferon_ Alpha 2a pegylated,Elevated ALT without flares,\N,\N,HCC,\N,C,\N,Sub,X,\N
5,4,Apr,1883,\N,Andorra,White and Black Caribbean,Heterosexual,\N,\N,\N,\N,Reactive phase,\N,\N,Severe fibrosis (cirrhosis),\N,HDV,Antiviral,Interferon_ Alpha 2b pegylated,Elevated ALT with flares,\N,\N,None,\N,D,\N,\N,preCore,\N
2,1,Jan,1880,Female,Afghanistan,White British,No risk identified,Yes,Acute,Uncomplicated,Early,Immune tolerance,Cirrhosis,Normal,No fibrosis,Yes,No,No,Interferon_ Alpha 2a,Consistently normal ALT,Positive,Yes,Fulminant hepatitis,Surface,A,Surface_Polymerase,Del,Surface,Biopsy
